176;Кузнецова;Валерия;Захаровна;13;бюджетная;20.9.1993;г.Нижний Новгород, ул.Северная 46, 174;8(454)-414-55-33;student-email-176@gmail.com
177;Соколов;Виктор;Андреевич;7;бюджетная;5.8.1995;г.Нижний Новгород, ул.Колхозная 175, 33;8(874)-169-78-61;student-email-177@gmail.com
178;Богданова;Виолетта;Олеговна;19;бюджетная;1.6.1990;г.Нижний Новгород, ул.Центральная 188, 74;8(852)-912-76-94;student-email-178@gmail.com
179;Новикова;Анжелика;Антоновна;18;платная;23.11.1992;г.Нижний Новгород, ул.Советская 157, 6;8(789)-850-89-78;student-email-179@gmail.com
180;Фёдоров;Игорь;Вячеславович;16;бюджетная;20.5.1997;г.Нижний Новгород, ул.Школьная 11, 69;8(564)-429-63-50;student-email-180@gmail.com
181;Волкова;Ольга;Ждановна;17;платная;27.4.1993;г.Нижний Новгород, ул.Южная 2, 179;8(469)-980-89-23;student-email-181@gmail.com
182;Васильев;Андрей;Игоревич;0;платная;22.9.1991;г.Нижний Новгород, ул.Восточная 64, 171;8(397)-973-69-95;student-email-182@gmail.com
183;Кузнецова;Елена;Олеговна;6;платная;11.5.1990;г.Нижний Новгород, ул.Заречная 152, 14;8(925)-107-40-92;student-email-183@gmail.com
184;Прохоров;Роман;Иванович;11;бюджетная;4.10.1996;г.Нижний Новгород, ул.Луговая 190, 65;8(372)-753-66-80;student-email-184@gmail.com
185;Богданова;Анна;Максимовна;6;бюджетная;11.8.1990;г.Нижний Новгород, ул.Степная 41, 33;8(993)-101-35-10;student-email-185@gmail.com
186;Лебедев;Дмитрий;Денисович;17;платная;8.10.1996;г.Нижний Новгород, ул.Советская 32, 192;8(163)-272-63-26;student-email-186@gmail.com
187;Новикова;Юлия;Георгиевна;9;платная;11.8.1996;г.Нижний Новгород, ул.Лесная 90, 176;8(898)-199-99-18;student-email-187@gmail.com
188;Александров;Евгений;Борисович;5;бюджетная;2.1.1993;г.Нижний Новгород, ул.Речная 161, 8;8(185)-124-44-13;student-email-188@gmail.com
189;Соловаьева;Ирина;Ефимовна;4;платная;19.6.1999;г.Нижний Новгород, ул.Колхозная 159, 118;8(666)-467-27-80;student-email-189@gmail.com
190;Морозова;Юлия;Дмитриевна;12;платная;28.7.1996;г.Нижний Новгород, ул.Чапаева 8, 43;8(559)-644-52-88;student-email-190@gmail.com
191;Лебедев;Руслан;Борисович;0;платная;3.4.1999;г.Нижний Новгород, ул.Центральная 71, 119;8(387)-908-28-28;student-email-191@gmail.com
192;Иванова;Юлия;Антоновна;17;платная;11.10.1997;г.Нижний Новгород, ул.Северная 179, 140;8(539)-341-38-10;student-email-192@gmail.com
193;Воробьева;Мария;Ефимовна;6;бюджетная;20.5.1997;г.Нижний Новгород, ул.Пушкина 74, 158;8(472)-401-63-25;student-email-193@gmail.com
194;Петров;Евгений;Антонович;11;платная;25.7.1999;г.Нижний Новгород, ул.Октябрьская 178, 118;8(459)-309-62-80;student-email-194@gmail.com
195;Смирнова;Виолетта;Георгиевна;11;бюджетная;22.10.1996;г.Нижний Новгород, ул.Зеленая 38, 36;8(322)-602-65-67;student-email-195@gmail.com
196;Смирнова;Екатерина;Дмитриевна;10;платная;18.6.1999;г.Нижний Новгород, ул.Зеленая 173, 115;8(671)-621-60-49;student-email-196@gmail.com
197;Богданова;Ольга;Артемовна;2;платная;9.3.1994;г.Нижний Новгород, ул.Молодежная 177, 130;8(210)-296-57-63;student-email-197@gmail.com
198;Иванова;Наталия;Игоревна;13;бюджетная;11.4.1995;г.Нижний Новгород, ул.Юбилейная 56, 75;8(270)-939-73-44;student-email-198@gmail.com
199;Леонов;Дмитрий;Денисович;11;платная;25.4.1993;г.Нижний Новгород, ул.Новая 199, 104;8(457)-442-38-33;student-email-199@gmail.com
